Hotel ID,Review ID,Hotel Name,Address,Review Date,Rating,Review Text,Reviewer Name,Hotel Response
1097088,2920950256,N/A,N/A,2022-07-22 06:56:47,N/A,"pros: sadly nothing! having travelled all around the world in 3rd world countries with 0 issues i can’t believe the worst hotel experience was in singapore! very sad
cons: hotel from hell! having previously travelled around asia with no issues this is by far the worst hotel i have ever stayed in. upon arrival it seemed lovely- lobby was clean and fresh but that’s where the positives end. the room smelled of damp and had visible damp patches all around the room. cockroaches and other bugs ran around the bathroom. beds were filthy and the whole place just was so unclean it was horrendous. in our fist room i was bitten badly by bed bugs so requested to move rooms for the second night. staff were very very rude and didn’t even offer an apology or anything about the bites or the state of the room. all the man with the ponytail said behind the desk was “this room is
nicer”. reluctantly we stayed a second night due to already paying and having little money left after travelling. second room was just as bad! clear dust everywhere, horrendous smell of mouldy fish (presumably due to the room having no window and the ac not working properly). the bottled water in the rooms was vile - it smelled like used gym socks so presume this had been filled up with tap water and passed on as bottle water. i asked the lady at reception if i could have a new bottle or if i could please use the vending machine but was told abruptly no whilst
she laughed in my face. at check out no one even bothered to ask us how our stay was. also note a man was also complaining at the same time so i presume this is a very common occursnce. avoid",Sophie,1658724319
1097088,4641851555,N/A,N/A,2023-10-12 03:45:04,N/A,"pros: check in was smooth. the hotel was peaceful. good choice of television programmes. great location.
cons: got bitten while asleep - suspect there may be bed bugs. the bathroom had an unpleasant urine smell - as if someone had urinated on the bathroom wall.",James,No response
1097088,2920950256,N/A,N/A,2022-07-22 06:56:47,N/A,"pros: sadly nothing! having travelled all around the world in 3rd world countries with 0 issues i can’t believe the worst hotel experience was in singapore! very sad
cons: hotel from hell! having previously travelled around asia with no issues this is by far the worst hotel i have ever stayed in. upon arrival it seemed lovely- lobby was clean and fresh but that’s where the positives end. the room smelled of damp and had visible damp patches all around the room. cockroaches and other bugs ran around the bathroom. beds were filthy and the whole place just was so unclean it was horrendous. in our fist room i was bitten badly by bed bugs so requested to move rooms for the second night. staff were very very rude and didn’t even offer an apology or anything about the bites or the state of the room. all the man with the ponytail said behind the desk was “this room is
nicer”. reluctantly we stayed a second night due to already paying and having little money left after travelling. second room was just as bad! clear dust everywhere, horrendous smell of mouldy fish (presumably due to the room having no window and the ac not working properly). the bottled water in the rooms was vile - it smelled like used gym socks so presume this had been filled up with tap water and passed on as bottle water. i asked the lady at reception if i could have a new bottle or if i could please use the vending machine but was told abruptly no whilst
she laughed in my face. at check out no one even bothered to ask us how our stay was. also note a man was also complaining at the same time so i presume this is a very common occursnce. avoid",Sophie,1658724319
1522663,,7 Wonders Hostel at Upper Dickson,"12A Upper Dickson Road, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/clifden-hostel.html,,
1522663,5072552188,N/A,N/A,2024-08-23 15:48:27,N/A,"pros: it was actually okay but the bedbugs were such a deal breaker i was bitten and itching my whole stay.
cons: bedbugs! also there's not much space on the shoe rack.",Roland,No response
1522663,5059861018,N/A,N/A,2024-07-30 16:42:11,N/A,"pros: the staff were friendly and helpful although absent at first. but we're definitely the best thing about the hostel.
cons: the rats scurrying around the hallways, the general uncleanliness and bedbugs.",Katerina,1722412079
1522663,5041123881,N/A,N/A,2024-06-19 18:06:43,N/A,"pros: nothing
cons: we found bed bugs in bed and staff was also rude. i booked the hotel for 5 nights but i left the hotel on the first day itself. they didn’t refunded me.. because of bed bugs we didn’t slept whole night. i want my refund.",Pansare,1719281750
1522663,5023388098,N/A,N/A,2024-04-30 19:42:38,N/A,"pros: there was bedbugs on the bed. when i said the staff about it they said we dont have bedbugs in the hotel.and even said i bought bedbugs to the hotel.this is the level of rudeness they are showing.
cons: im trying to upload the video but there’s some sort of glitch .it’s not accepting",Syed,No response
1522663,2235662826,N/A,N/A,2023-10-06 05:00:00,N/A,"pros: good location, the a/c was good and the curtains
cons: bed bugs, the bathroom was dirty all the time, staff was fine, but still a bit disrespectfull when i tried to do a meeting by talkinh loudly and playing movies on phone.",Lucas,1696576405
1522663,2952741986,N/A,N/A,2023-03-29 13:40:00,N/A,"pros: affordable price
cons: bed is infested by bed bugs",William,No response
1522663,3549895533,N/A,N/A,2022-12-14 09:04:34,N/A,"pros: if not bedbugs i wouldn't be so strict but i came home biten by bedbugs
cons: - there were blankets to cover during the night but without any sheet! smelly, not fresh (as it is not washed every time, i hope from time to time at least)
- i spent there one night and 24 hours later i started to scratch, my body was biten by bedbugs!!! it's week later and i still suffer from itchiness and have a lot of bites on my body
- you cannot charge your phone without singapore socket adapter but you can buy it for s$1.5 in the reception, what is pointless as it will be trash in many cases after one use (i asked them if i can buy it and 8h later sell it back but of course no)",Ewelina,No response
1522663,5041484821,N/A,N/A,2024-06-20 17:36:35,N/A,"pros: 
cons: habe dort bedbugs bekommen und es war absolut dreckig und widerlich! tue dir einen gefallen und geh dort nicht hin!!",Uta,No response
1522663,5072552188,N/A,N/A,2024-08-23 15:48:27,N/A,"pros: it was actually okay but the bedbugs were such a deal breaker i was bitten and itching my whole stay.
cons: bedbugs! also there's not much space on the shoe rack.",Roland,No response
1522663,5059861018,N/A,N/A,2024-07-30 16:42:11,N/A,"pros: the staff were friendly and helpful although absent at first. but we're definitely the best thing about the hostel.
cons: the rats scurrying around the hallways, the general uncleanliness and bedbugs.",Katerina,1722412079
1522663,5041123881,N/A,N/A,2024-06-19 18:06:43,N/A,"pros: nothing
cons: we found bed bugs in bed and staff was also rude. i booked the hotel for 5 nights but i left the hotel on the first day itself. they didn’t refunded me.. because of bed bugs we didn’t slept whole night. i want my refund.",Pansare,1719281750
1522663,5023388098,N/A,N/A,2024-04-30 19:42:38,N/A,"pros: there was bedbugs on the bed. when i said the staff about it they said we dont have bedbugs in the hotel.and even said i bought bedbugs to the hotel.this is the level of rudeness they are showing.
cons: im trying to upload the video but there’s some sort of glitch .it’s not accepting",Syed,No response
1522663,2235662826,N/A,N/A,2023-10-06 05:00:00,N/A,"pros: good location, the a/c was good and the curtains
cons: bed bugs, the bathroom was dirty all the time, staff was fine, but still a bit disrespectfull when i tried to do a meeting by talkinh loudly and playing movies on phone.",Lucas,1696576405
1522663,2952741986,N/A,N/A,2023-03-29 13:40:00,N/A,"pros: affordable price
cons: bed is infested by bed bugs",William,No response
1522663,3549895533,N/A,N/A,2022-12-14 09:04:34,N/A,"pros: if not bedbugs i wouldn't be so strict but i came home biten by bedbugs
cons: - there were blankets to cover during the night but without any sheet! smelly, not fresh (as it is not washed every time, i hope from time to time at least)
- i spent there one night and 24 hours later i started to scratch, my body was biten by bedbugs!!! it's week later and i still suffer from itchiness and have a lot of bites on my body
- you cannot charge your phone without singapore socket adapter but you can buy it for s$1.5 in the reception, what is pointless as it will be trash in many cases after one use (i asked them if i can buy it and 8h later sell it back but of course no)",Ewelina,No response
1522663,5041484821,N/A,N/A,2024-06-20 17:36:35,N/A,"pros: 
cons: habe dort bedbugs bekommen und es war absolut dreckig und widerlich! tue dir einen gefallen und geh dort nicht hin!!",Uta,No response
1383555,,River City Inn,"33C Hong Kong Street, Clarke Quay, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/river-city-inn.html,,
1383555,2702615670,N/A,N/A,2022-12-31 07:41:26,N/A,"pros: location
cons: bed bugs , high floor with no elevators , noisy and loud guests talking and playing mobile games went oblivious to the reception although it's wee hours . it doesn't help with floor below are cheap and dirty hostel from india . dirty pavement and stairwell .",Mimi,No response
1383555,2646796577,N/A,N/A,2022-05-29 17:20:32,N/A,"pros: location and cost.
cons: after 2 days at sleeping at the hostel i found itchy bites all over my body which were consistent with bed bugs. upon telling this to the front desk lady, she was entirely defensive insisting how clean their place. she went as far as saying maybe the bites are from sand particles. she then ended up changing the bed sheets like she was doing me such a favour. the hostel was full so she was unable to offer another bed. through booking i requested a refund for my last night which she rejected. ultimately, i had to pay for my own stay at another facility. i am aware that bed bugs can happen to the best of facilities but it was her approach which was entirely inappropriate and irresponsible. terrible costumer service, i would not recommend this place to anyone.",Gil,1653846317
1383555,2702615670,N/A,N/A,2022-12-31 07:41:26,N/A,"pros: location
cons: bed bugs , high floor with no elevators , noisy and loud guests talking and playing mobile games went oblivious to the reception although it's wee hours . it doesn't help with floor below are cheap and dirty hostel from india . dirty pavement and stairwell .",Mimi,No response
1383555,2646796577,N/A,N/A,2022-05-29 17:20:32,N/A,"pros: location and cost.
cons: after 2 days at sleeping at the hostel i found itchy bites all over my body which were consistent with bed bugs. upon telling this to the front desk lady, she was entirely defensive insisting how clean their place. she went as far as saying maybe the bites are from sand particles. she then ended up changing the bed sheets like she was doing me such a favour. the hostel was full so she was unable to offer another bed. through booking i requested a refund for my last night which she rejected. ultimately, i had to pay for my own stay at another facility. i am aware that bed bugs can happen to the best of facilities but it was her approach which was entirely inappropriate and irresponsible. terrible costumer service, i would not recommend this place to anyone.",Gil,1653846317
1097088,,Champion Hotel,"60 Joo Chiat Road, #01-06, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/champion.html,,
1097088,4641851555,N/A,N/A,2023-10-12 03:45:04,N/A,"pros: check in was smooth. the hotel was peaceful. good choice of television programmes. great location.
cons: got bitten while asleep - suspect there may be bed bugs. the bathroom had an unpleasant urine smell - as if someone had urinated on the bathroom wall.",James,No response
1097088,2920950256,N/A,N/A,2022-07-22 06:56:47,N/A,"pros: sadly nothing! having travelled all around the world in 3rd world countries with 0 issues i can’t believe the worst hotel experience was in singapore! very sad
cons: hotel from hell! having previously travelled around asia with no issues this is by far the worst hotel i have ever stayed in. upon arrival it seemed lovely- lobby was clean and fresh but that’s where the positives end. the room smelled of damp and had visible damp patches all around the room. cockroaches and other bugs ran around the bathroom. beds were filthy and the whole place just was so unclean it was horrendous. in our fist room i was bitten badly by bed bugs so requested to move rooms for the second night. staff were very very rude and didn’t even offer an apology or anything about the bites or the state of the room. all the man with the ponytail said behind the desk was “this room is
nicer”. reluctantly we stayed a second night due to already paying and having little money left after travelling. second room was just as bad! clear dust everywhere, horrendous smell of mouldy fish (presumably due to the room having no window and the ac not working properly). the bottled water in the rooms was vile - it smelled like used gym socks so presume this had been filled up with tap water and passed on as bottle water. i asked the lady at reception if i could have a new bottle or if i could please use the vending machine but was told abruptly no whilst
she laughed in my face. at check out no one even bothered to ask us how our stay was. also note a man was also complaining at the same time so i presume this is a very common occursnce. avoid",Sophie,1658724319
1097088,4641851555,N/A,N/A,2023-10-12 03:45:04,N/A,"pros: check in was smooth. the hotel was peaceful. good choice of television programmes. great location.
cons: got bitten while asleep - suspect there may be bed bugs. the bathroom had an unpleasant urine smell - as if someone had urinated on the bathroom wall.",James,No response
1097088,2920950256,N/A,N/A,2022-07-22 06:56:47,N/A,"pros: sadly nothing! having travelled all around the world in 3rd world countries with 0 issues i can’t believe the worst hotel experience was in singapore! very sad
cons: hotel from hell! having previously travelled around asia with no issues this is by far the worst hotel i have ever stayed in. upon arrival it seemed lovely- lobby was clean and fresh but that’s where the positives end. the room smelled of damp and had visible damp patches all around the room. cockroaches and other bugs ran around the bathroom. beds were filthy and the whole place just was so unclean it was horrendous. in our fist room i was bitten badly by bed bugs so requested to move rooms for the second night. staff were very very rude and didn’t even offer an apology or anything about the bites or the state of the room. all the man with the ponytail said behind the desk was “this room is
nicer”. reluctantly we stayed a second night due to already paying and having little money left after travelling. second room was just as bad! clear dust everywhere, horrendous smell of mouldy fish (presumably due to the room having no window and the ac not working properly). the bottled water in the rooms was vile - it smelled like used gym socks so presume this had been filled up with tap water and passed on as bottle water. i asked the lady at reception if i could have a new bottle or if i could please use the vending machine but was told abruptly no whilst
she laughed in my face. at check out no one even bothered to ask us how our stay was. also note a man was also complaining at the same time so i presume this is a very common occursnce. avoid",Sophie,1658724319
25002,,Rendezvous Hotel Singapore by Far East Hospitality,"9 Bras Basah Road, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/rendezvous.html,,
25002,4210254118,N/A,N/A,2023-12-04 17:58:23,N/A,"pros: location was amazing. the hotel is at an mrt station. the area in which it is situated is good and well connected to sentosa or harbour front. staff was helpful. the artsy vibe of the hotel and locality was enriching.
cons: the rooms are cramped including the club room. the bed and bedsheet had bed bugs, my child and i woke up with bites. the bed was small and mattress was uncomfortable. breakfast was outsourced and was arranged in a depressing conference room.",Vineet,1702280487
25002,4210254118,N/A,N/A,2023-12-04 17:58:23,N/A,"pros: location was amazing. the hotel is at an mrt station. the area in which it is situated is good and well connected to sentosa or harbour front. staff was helpful. the artsy vibe of the hotel and locality was enriching.
cons: the rooms are cramped including the club room. the bed and bedsheet had bed bugs, my child and i woke up with bites. the bed was small and mattress was uncomfortable. breakfast was outsourced and was arranged in a depressing conference room.",Vineet,1702280487
1522663,,7 Wonders Hostel at Upper Dickson,"12A Upper Dickson Road, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/clifden-hostel.html,,
1522663,5072552188,N/A,N/A,2024-08-23 15:48:27,N/A,"pros: it was actually okay but the bedbugs were such a deal breaker i was bitten and itching my whole stay.
cons: bedbugs! also there's not much space on the shoe rack.",Roland,No response
1522663,5059861018,N/A,N/A,2024-07-30 16:42:11,N/A,"pros: the staff were friendly and helpful although absent at first. but we're definitely the best thing about the hostel.
cons: the rats scurrying around the hallways, the general uncleanliness and bedbugs.",Katerina,1722412079
1522663,5041123881,N/A,N/A,2024-06-19 18:06:43,N/A,"pros: nothing
cons: we found bed bugs in bed and staff was also rude. i booked the hotel for 5 nights but i left the hotel on the first day itself. they didn’t refunded me.. because of bed bugs we didn’t slept whole night. i want my refund.",Pansare,1719281750
1522663,5023388098,N/A,N/A,2024-04-30 19:42:38,N/A,"pros: there was bedbugs on the bed. when i said the staff about it they said we dont have bedbugs in the hotel.and even said i bought bedbugs to the hotel.this is the level of rudeness they are showing.
cons: im trying to upload the video but there’s some sort of glitch .it’s not accepting",Syed,No response
1522663,2235662826,N/A,N/A,2023-10-06 05:00:00,N/A,"pros: good location, the a/c was good and the curtains
cons: bed bugs, the bathroom was dirty all the time, staff was fine, but still a bit disrespectfull when i tried to do a meeting by talkinh loudly and playing movies on phone.",Lucas,1696576405
1522663,2952741986,N/A,N/A,2023-03-29 13:40:00,N/A,"pros: affordable price
cons: bed is infested by bed bugs",William,No response
1522663,3549895533,N/A,N/A,2022-12-14 09:04:34,N/A,"pros: if not bedbugs i wouldn't be so strict but i came home biten by bedbugs
cons: - there were blankets to cover during the night but without any sheet! smelly, not fresh (as it is not washed every time, i hope from time to time at least)
- i spent there one night and 24 hours later i started to scratch, my body was biten by bedbugs!!! it's week later and i still suffer from itchiness and have a lot of bites on my body
- you cannot charge your phone without singapore socket adapter but you can buy it for s$1.5 in the reception, what is pointless as it will be trash in many cases after one use (i asked them if i can buy it and 8h later sell it back but of course no)",Ewelina,No response
1522663,5041484821,N/A,N/A,2024-06-20 17:36:35,N/A,"pros: 
cons: habe dort bedbugs bekommen und es war absolut dreckig und widerlich! tue dir einen gefallen und geh dort nicht hin!!",Uta,No response
1522663,5072552188,N/A,N/A,2024-08-23 15:48:27,N/A,"pros: it was actually okay but the bedbugs were such a deal breaker i was bitten and itching my whole stay.
cons: bedbugs! also there's not much space on the shoe rack.",Roland,No response
1522663,5059861018,N/A,N/A,2024-07-30 16:42:11,N/A,"pros: the staff were friendly and helpful although absent at first. but we're definitely the best thing about the hostel.
cons: the rats scurrying around the hallways, the general uncleanliness and bedbugs.",Katerina,1722412079
1522663,5041123881,N/A,N/A,2024-06-19 18:06:43,N/A,"pros: nothing
cons: we found bed bugs in bed and staff was also rude. i booked the hotel for 5 nights but i left the hotel on the first day itself. they didn’t refunded me.. because of bed bugs we didn’t slept whole night. i want my refund.",Pansare,1719281750
1522663,5023388098,N/A,N/A,2024-04-30 19:42:38,N/A,"pros: there was bedbugs on the bed. when i said the staff about it they said we dont have bedbugs in the hotel.and even said i bought bedbugs to the hotel.this is the level of rudeness they are showing.
cons: im trying to upload the video but there’s some sort of glitch .it’s not accepting",Syed,No response
1522663,2235662826,N/A,N/A,2023-10-06 05:00:00,N/A,"pros: good location, the a/c was good and the curtains
cons: bed bugs, the bathroom was dirty all the time, staff was fine, but still a bit disrespectfull when i tried to do a meeting by talkinh loudly and playing movies on phone.",Lucas,1696576405
1522663,2952741986,N/A,N/A,2023-03-29 13:40:00,N/A,"pros: affordable price
cons: bed is infested by bed bugs",William,No response
1522663,3549895533,N/A,N/A,2022-12-14 09:04:34,N/A,"pros: if not bedbugs i wouldn't be so strict but i came home biten by bedbugs
cons: - there were blankets to cover during the night but without any sheet! smelly, not fresh (as it is not washed every time, i hope from time to time at least)
- i spent there one night and 24 hours later i started to scratch, my body was biten by bedbugs!!! it's week later and i still suffer from itchiness and have a lot of bites on my body
- you cannot charge your phone without singapore socket adapter but you can buy it for s$1.5 in the reception, what is pointless as it will be trash in many cases after one use (i asked them if i can buy it and 8h later sell it back but of course no)",Ewelina,No response
1522663,5041484821,N/A,N/A,2024-06-20 17:36:35,N/A,"pros: 
cons: habe dort bedbugs bekommen und es war absolut dreckig und widerlich! tue dir einen gefallen und geh dort nicht hin!!",Uta,No response
25165,,Ibis Singapore on Bencoolen,"170 Bencoolen Street, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/ibis-singapore-on-bencoolen.html,,
25165,5067751351,N/A,N/A,2024-08-15 00:16:44,N/A,"pros: housekeeping staff were very attentive and came each day, even if we had forgot to put the ""make up my room"" sign out.

breakfast buffet was excellent each day and even included variety each day. plenty to choose from to ensure good start to each day.

all staff in the bar and breakfast area were excellent. friendly, personable and attentive.

bar service and lunch and dining meals were great.

free entertainment in the bar one evening with a very talented young girl with a guitar was a nice surprise.

guest services were very busy the whole time we were there, but renowned available, friendly and helpful. 

room facilities were ok and there was sufficient room for us during an 8 day stay.

we liked the flexibility of being able to store our bags with reception before we checked in and after we checked out.
cons: there were a lot of children staying in rooms of their own on our floor and in surrounding rooms. it seems that they had no parents staying with them. on most evenings and some mornings we were disturbed by them running in and out of each other's rooms and all visiting each other in their rooms - sometimes late into the evening and even early morning. they yelled and spoke loudly in the hallways and were constantly banging doors, and yelling at each other through the doors. several times we asked them to be quiet and a couple times we also asked guest services to help.

during my stay, i was also bitten all over which i suspected to have been from bed bugs as they were not mozzie bites and occurring overnight. my wife did not show much signs of being bit, but i understand 30-60% of people do not react to bed bug bites. i did not mention this to reception as i was not sure in the first couple of days, then was sick for a couple of days and i also did not know what they could have done about it anyhow.",Andrew,No response
25165,5067751351,N/A,N/A,2024-08-15 00:16:44,N/A,"pros: housekeeping staff were very attentive and came each day, even if we had forgot to put the ""make up my room"" sign out.

breakfast buffet was excellent each day and even included variety each day. plenty to choose from to ensure good start to each day.

all staff in the bar and breakfast area were excellent. friendly, personable and attentive.

bar service and lunch and dining meals were great.

free entertainment in the bar one evening with a very talented young girl with a guitar was a nice surprise.

guest services were very busy the whole time we were there, but renowned available, friendly and helpful. 

room facilities were ok and there was sufficient room for us during an 8 day stay.

we liked the flexibility of being able to store our bags with reception before we checked in and after we checked out.
cons: there were a lot of children staying in rooms of their own on our floor and in surrounding rooms. it seems that they had no parents staying with them. on most evenings and some mornings we were disturbed by them running in and out of each other's rooms and all visiting each other in their rooms - sometimes late into the evening and even early morning. they yelled and spoke loudly in the hallways and were constantly banging doors, and yelling at each other through the doors. several times we asked them to be quiet and a couple times we also asked guest services to help.

during my stay, i was also bitten all over which i suspected to have been from bed bugs as they were not mozzie bites and occurring overnight. my wife did not show much signs of being bit, but i understand 30-60% of people do not react to bed bug bites. i did not mention this to reception as i was not sure in the first couple of days, then was sick for a couple of days and i also did not know what they could have done about it anyhow.",Andrew,No response
2402495,,YOTEL Singapore Orchard Road,"366 Orchard Road, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/yotel-singapore-orchard-road.html,,
2402495,4026286647,N/A,N/A,2023-11-20 07:13:11,N/A,"pros: location. no-fuss, contactless check-in and check-out. no incidental deposit required.
cons: the bathroom walla are opaque. if staying with a family member (not husband or partner), it will be very uncomfortable, as the silhoutte is so visible. the view, from my room (which is a standard), is through the bathroom, so window is floor to ceiling. don’t know if that window is one way, so when using, i had the shades down. also, during this stay, i had a problem with small flies in the room. i thought they were bed bugs, as during the travel period this is a problem in several parts of the world. but, i was assured by the housekeeping staff that bedbugs don’t fly, and that their mattresses were protected with anti-bedbug sheets. so, i just killed the flies, when they flew near me. otherwise, i’d book with them again on my next solo travel to singapore.",Alice,1700931639
2402495,4634512544,N/A,N/A,2023-08-18 00:28:52,N/A,"pros: i reported that there were bed bugs but according to your investigation no sign of bugs. my husband and i have bites on our body.
cons: ",Marini,No response
2402495,4026286647,N/A,N/A,2023-11-20 07:13:11,N/A,"pros: location. no-fuss, contactless check-in and check-out. no incidental deposit required.
cons: the bathroom walla are opaque. if staying with a family member (not husband or partner), it will be very uncomfortable, as the silhoutte is so visible. the view, from my room (which is a standard), is through the bathroom, so window is floor to ceiling. don’t know if that window is one way, so when using, i had the shades down. also, during this stay, i had a problem with small flies in the room. i thought they were bed bugs, as during the travel period this is a problem in several parts of the world. but, i was assured by the housekeeping staff that bedbugs don’t fly, and that their mattresses were protected with anti-bedbug sheets. so, i just killed the flies, when they flew near me. otherwise, i’d book with them again on my next solo travel to singapore.",Alice,1700931639
2402495,4634512544,N/A,N/A,2023-08-18 00:28:52,N/A,"pros: i reported that there were bed bugs but according to your investigation no sign of bugs. my husband and i have bites on our body.
cons: ",Marini,No response
1383555,,River City Inn,"33C Hong Kong Street, Clarke Quay, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/river-city-inn.html,,
1383555,2702615670,N/A,N/A,2022-12-31 07:41:26,N/A,"Pros: Location
Cons: Bed bugs , high floor with no elevators , noisy and loud guests talking and playing mobile games went oblivious to the reception although it's wee hours . It doesn't help with floor below are cheap and dirty hostel from India . Dirty pavement and stairwell .",Mimi,No response
1383555,2646796577,N/A,N/A,2022-05-29 17:20:32,N/A,"Pros: Location and cost.
Cons: After 2 days at sleeping at the hostel I found itchy bites all over my body which were consistent with bed bugs. Upon telling this to the front desk lady, she was entirely defensive insisting how clean their place. She went as far as saying maybe the bites are from sand particles. She then ended up changing the bed sheets like she was doing me such a favour. The hostel was full so she was unable to offer another bed. Through booking I requested a refund for my last night which she rejected. ultimately, I had to pay for my own stay at another facility. I am aware that bed bugs can happen to the best of facilities but it was her approach which was entirely inappropriate and irresponsible. terrible costumer service, I would not recommend this place to anyone.",Gil,1653846317
1383555,2702615670,N/A,N/A,2022-12-31 07:41:26,N/A,"Pros: Location
Cons: Bed bugs , high floor with no elevators , noisy and loud guests talking and playing mobile games went oblivious to the reception although it's wee hours . It doesn't help with floor below are cheap and dirty hostel from India . Dirty pavement and stairwell .",Mimi,No response
1383555,2646796577,N/A,N/A,2022-05-29 17:20:32,N/A,"Pros: Location and cost.
Cons: After 2 days at sleeping at the hostel I found itchy bites all over my body which were consistent with bed bugs. Upon telling this to the front desk lady, she was entirely defensive insisting how clean their place. She went as far as saying maybe the bites are from sand particles. She then ended up changing the bed sheets like she was doing me such a favour. The hostel was full so she was unable to offer another bed. Through booking I requested a refund for my last night which she rejected. ultimately, I had to pay for my own stay at another facility. I am aware that bed bugs can happen to the best of facilities but it was her approach which was entirely inappropriate and irresponsible. terrible costumer service, I would not recommend this place to anyone.",Gil,1653846317
1097088,,Champion Hotel,"60 Joo Chiat Road, #01-06, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/champion.html,,
1097088,4641851555,N/A,N/A,2023-10-12 03:45:04,N/A,"Pros: Check in was smooth. The hotel was peaceful. Good choice of television programmes. Great location.
Cons: Got bitten while asleep - suspect there may be bed bugs. The bathroom had an unpleasant urine smell - as if someone had urinated on the bathroom wall.",James,No response
